,대여날짜,대여년,대여월,대여일,대여시,대여량
1017,'2017-05-13,2017,05,13,10,404
1018,'2017-05-13,2017,05,13,11,458
1019,'2017-05-13,2017,05,13,12,525
1020,'2017-05-13,2017,05,13,13,588
1021,'2017-05-13,2017,05,13,14,186
1022,'2017-05-13,2017,05,13,15,33
1023,'2017-05-13,2017,05,13,16,204
1024,'2017-05-13,2017,05,13,17,399
1025,'2017-05-13,2017,05,13,18,504
1026,'2017-05-13,2017,05,13,19,561
1027,'2017-05-13,2017,05,13,20,552
1028,'2017-05-13,2017,05,13,21,588
1029,'2017-05-13,2017,05,13,22,526
1030,'2017-05-13,2017,05,13,23,424
1031,'2017-05-14,2017,05,14,00,343
1032,'2017-05-14,2017,05,14,01,233
1033,'2017-05-14,2017,05,14,02,133
1034,'2017-05-14,2017,05,14,03,81
1035,'2017-05-14,2017,05,14,04,67
1036,'2017-05-14,2017,05,14,05,58
1037,'2017-05-14,2017,05,14,06,65
1038,'2017-05-14,2017,05,14,07,116
1039,'2017-05-14,2017,05,14,08,223
1040,'2017-05-14,2017,05,14,09,317
1041,'2017-05-14,2017,05,14,10,397
1042,'2017-05-14,2017,05,14,11,461
1043,'2017-05-14,2017,05,14,12,714
1044,'2017-05-14,2017,05,14,13,1026
1045,'2017-05-14,2017,05,14,14,1261
1046,'2017-05-14,2017,05,14,15,1494
1047,'2017-05-14,2017,05,14,16,1653
1048,'2017-05-14,2017,05,14,17,1507
1049,'2017-05-14,2017,05,14,18,1398
1050,'2017-05-14,2017,05,14,19,1053
1051,'2017-05-14,2017,05,14,20,852
1052,'2017-05-14,2017,05,14,21,747
1053,'2017-05-14,2017,05,14,22,601
1054,'2017-05-14,2017,05,14,23,394
1055,'2017-05-15,2017,05,15,00,287
1056,'2017-05-15,2017,05,15,01,164
1057,'2017-05-15,2017,05,15,02,98
1058,'2017-05-15,2017,05,15,03,76
1059,'2017-05-15,2017,05,15,04,51
1060,'2017-05-15,2017,05,15,05,99
1061,'2017-05-15,2017,05,15,06,249
1062,'2017-05-15,2017,05,15,07,600
1063,'2017-05-15,2017,05,15,08,1107
1064,'2017-05-15,2017,05,15,09,526
1065,'2017-05-15,2017,05,15,10,380
1066,'2017-05-15,2017,05,15,11,451
1067,'2017-05-15,2017,05,15,12,565
1068,'2017-05-15,2017,05,15,13,561
1069,'2017-05-15,2017,05,15,14,586
1070,'2017-05-15,2017,05,15,15,656
1071,'2017-05-15,2017,05,15,16,696
1072,'2017-05-15,2017,05,15,17,834
1073,'2017-05-15,2017,05,15,18,1633
1074,'2017-05-15,2017,05,15,19,1158
1075,'2017-05-15,2017,05,15,20,983
1076,'2017-05-15,2017,05,15,21,923
1077,'2017-05-15,2017,05,15,22,804
1078,'2017-05-15,2017,05,15,23,516
1079,'2017-05-16,2017,05,16,00,317
1080,'2017-05-16,2017,05,16,01,205
1081,'2017-05-16,2017,05,16,02,142
1082,'2017-05-16,2017,05,16,03,71
1083,'2017-05-16,2017,05,16,04,58
1084,'2017-05-16,2017,05,16,05,102
1085,'2017-05-16,2017,05,16,06,238
1086,'2017-05-16,2017,05,16,07,636
1087,'2017-05-16,2017,05,16,08,1157
1088,'2017-05-16,2017,05,16,09,579
1089,'2017-05-16,2017,05,16,10,422
1090,'2017-05-16,2017,05,16,11,477
1091,'2017-05-16,2017,05,16,12,617
1092,'2017-05-16,2017,05,16,13,542
1093,'2017-05-16,2017,05,16,14,585
1094,'2017-05-16,2017,05,16,15,700
1095,'2017-05-16,2017,05,16,16,679
1096,'2017-05-16,2017,05,16,17,905
1097,'2017-05-16,2017,05,16,18,1764
1098,'2017-05-16,2017,05,16,19,1332
1099,'2017-05-16,2017,05,16,20,1008
1100,'2017-05-16,2017,05,16,21,1052
1101,'2017-05-16,2017,05,16,22,948
1102,'2017-05-16,2017,05,16,23,613
1103,'2017-05-17,2017,05,17,00,336
1104,'2017-05-17,2017,05,17,01,257
1105,'2017-05-17,2017,05,17,02,159
1106,'2017-05-17,2017,05,17,03,86
1107,'2017-05-17,2017,05,17,04,54
1108,'2017-05-17,2017,05,17,05,98
1109,'2017-05-17,2017,05,17,06,252
1110,'2017-05-17,2017,05,17,07,646
1111,'2017-05-17,2017,05,17,08,1139
1112,'2017-05-17,2017,05,17,09,591
1113,'2017-05-17,2017,05,17,10,445
1114,'2017-05-17,2017,05,17,11,482
1115,'2017-05-17,2017,05,17,12,607
1116,'2017-05-17,2017,05,17,13,536
1117,'2017-05-17,2017,05,17,14,590
1118,'2017-05-17,2017,05,17,15,596
1119,'2017-05-17,2017,05,17,16,740
1120,'2017-05-17,2017,05,17,17,1011
1121,'2017-05-17,2017,05,17,18,1813
1122,'2017-05-17,2017,05,17,19,1310
1123,'2017-05-17,2017,05,17,20,1088
1124,'2017-05-17,2017,05,17,21,1031
1125,'2017-05-17,2017,05,17,22,941
1126,'2017-05-17,2017,05,17,23,552
1127,'2017-05-18,2017,05,18,00,415
1128,'2017-05-18,2017,05,18,01,272
1129,'2017-05-18,2017,05,18,02,153
1130,'2017-05-18,2017,05,18,03,114
1131,'2017-05-18,2017,05,18,04,63
1132,'2017-05-18,2017,05,18,05,90
1133,'2017-05-18,2017,05,18,06,218
1134,'2017-05-18,2017,05,18,07,647
1135,'2017-05-18,2017,05,18,08,1221
1136,'2017-05-18,2017,05,18,09,604
1137,'2017-05-18,2017,05,18,10,418
1138,'2017-05-18,2017,05,18,11,519
1139,'2017-05-18,2017,05,18,12,580
1140,'2017-05-18,2017,05,18,13,583
1141,'2017-05-18,2017,05,18,14,567
1142,'2017-05-18,2017,05,18,15,662
1143,'2017-05-18,2017,05,18,16,763
1144,'2017-05-18,2017,05,18,17,971
1145,'2017-05-18,2017,05,18,18,1854
1146,'2017-05-18,2017,05,18,19,1325
1147,'2017-05-18,2017,05,18,20,1116
1148,'2017-05-18,2017,05,18,21,1109
1149,'2017-05-18,2017,05,18,22,969
1150,'2017-05-18,2017,05,18,23,617
1151,'2017-05-19,2017,05,19,00,425
1152,'2017-05-19,2017,05,19,01,275
1153,'2017-05-19,2017,05,19,02,176
1154,'2017-05-19,2017,05,19,03,118
1155,'2017-05-19,2017,05,19,04,81
1156,'2017-05-19,2017,05,19,05,94
1157,'2017-05-19,2017,05,19,06,216
1158,'2017-05-19,2017,05,19,07,599
1159,'2017-05-19,2017,05,19,08,1147
1160,'2017-05-19,2017,05,19,09,591
1161,'2017-05-19,2017,05,19,10,406
1162,'2017-05-19,2017,05,19,11,536
1163,'2017-05-19,2017,05,19,12,619
1164,'2017-05-19,2017,05,19,13,524
1165,'2017-05-19,2017,05,19,14,539
1166,'2017-05-19,2017,05,19,15,667
1167,'2017-05-19,2017,05,19,16,694
1168,'2017-05-19,2017,05,19,17,1015
1169,'2017-05-19,2017,05,19,18,1751
1170,'2017-05-19,2017,05,19,19,1331
1171,'2017-05-19,2017,05,19,20,1144
1172,'2017-05-19,2017,05,19,21,1046
1173,'2017-05-19,2017,05,19,22,1032
1174,'2017-05-19,2017,05,19,23,699
1175,'2017-05-20,2017,05,20,00,526
1176,'2017-05-20,2017,05,20,01,415
1177,'2017-05-20,2017,05,20,02,301
1178,'2017-05-20,2017,05,20,03,160
1179,'2017-05-20,2017,05,20,04,124
1180,'2017-05-20,2017,05,20,05,97
1181,'2017-05-20,2017,05,20,06,120
1182,'2017-05-20,2017,05,20,07,192
1183,'2017-05-20,2017,05,20,08,325
1184,'2017-05-20,2017,05,20,09,380
1185,'2017-05-20,2017,05,20,10,466
1186,'2017-05-20,2017,05,20,11,579
1187,'2017-05-20,2017,05,20,12,654
1188,'2017-05-20,2017,05,20,13,752
1189,'2017-05-20,2017,05,20,14,850
1190,'2017-05-20,2017,05,20,15,1101
1191,'2017-05-20,2017,05,20,16,1329
1192,'2017-05-20,2017,05,20,17,1358
1193,'2017-05-20,2017,05,20,18,1421
1194,'2017-05-20,2017,05,20,19,1282
1195,'2017-05-20,2017,05,20,20,1158
1196,'2017-05-20,2017,05,20,21,1180
1197,'2017-05-20,2017,05,20,22,1035
1198,'2017-05-20,2017,05,20,23,756
1199,'2017-05-21,2017,05,21,00,628
1200,'2017-05-21,2017,05,21,01,367
1201,'2017-05-21,2017,05,21,02,297
1202,'2017-05-21,2017,05,21,03,161
1203,'2017-05-21,2017,05,21,04,106
1204,'2017-05-21,2017,05,21,05,85
1205,'2017-05-21,2017,05,21,06,97
1206,'2017-05-21,2017,05,21,07,142
1207,'2017-05-21,2017,05,21,08,268
1208,'2017-05-21,2017,05,21,09,335
1209,'2017-05-21,2017,05,21,10,449
1210,'2017-05-21,2017,05,21,11,528
1211,'2017-05-21,2017,05,21,12,663
1212,'2017-05-21,2017,05,21,13,850
1213,'2017-05-21,2017,05,21,14,1029
1214,'2017-05-21,2017,05,21,15,1248
1215,'2017-05-21,2017,05,21,16,1438
1216,'2017-05-21,2017,05,21,17,1542
1217,'2017-05-21,2017,05,21,18,1608
1218,'2017-05-21,2017,05,21,19,1635
1219,'2017-05-21,2017,05,21,20,1334
1220,'2017-05-21,2017,05,21,21,1295
1221,'2017-05-21,2017,05,21,22,901
1222,'2017-05-21,2017,05,21,23,653
1223,'2017-05-22,2017,05,22,00,416
1224,'2017-05-22,2017,05,22,01,214
1225,'2017-05-22,2017,05,22,02,128
1226,'2017-05-22,2017,05,22,03,120
1227,'2017-05-22,2017,05,22,04,45
1228,'2017-05-22,2017,05,22,05,104
1229,'2017-05-22,2017,05,22,06,267
1230,'2017-05-22,2017,05,22,07,685
1231,'2017-05-22,2017,05,22,08,1182
1232,'2017-05-22,2017,05,22,09,563
1233,'2017-05-22,2017,05,22,10,374
1234,'2017-05-22,2017,05,22,11,503
1235,'2017-05-22,2017,05,22,12,614
1236,'2017-05-22,2017,05,22,13,521
1237,'2017-05-22,2017,05,22,14,585
1238,'2017-05-22,2017,05,22,15,634
1239,'2017-05-22,2017,05,22,16,755
1240,'2017-05-22,2017,05,22,17,1082
1241,'2017-05-22,2017,05,22,18,1996
1242,'2017-05-22,2017,05,22,19,1622
1243,'2017-05-22,2017,05,22,20,1417
1244,'2017-05-22,2017,05,22,21,1331
1245,'2017-05-22,2017,05,22,22,1077
1246,'2017-05-22,2017,05,22,23,668
1247,'2017-05-23,2017,05,23,00,426
1248,'2017-05-23,2017,05,23,01,284
1249,'2017-05-23,2017,05,23,02,175
1250,'2017-05-23,2017,05,23,03,97
1251,'2017-05-23,2017,05,23,04,68
1252,'2017-05-23,2017,05,23,05,115
1253,'2017-05-23,2017,05,23,06,277
1254,'2017-05-23,2017,05,23,07,702
1255,'2017-05-23,2017,05,23,08,1264
1256,'2017-05-23,2017,05,23,09,671
1257,'2017-05-23,2017,05,23,10,418
1258,'2017-05-23,2017,05,23,11,540
1259,'2017-05-23,2017,05,23,12,648
1260,'2017-05-23,2017,05,23,13,588
1261,'2017-05-23,2017,05,23,14,520
1262,'2017-05-23,2017,05,23,15,597
1263,'2017-05-23,2017,05,23,16,603
1264,'2017-05-23,2017,05,23,17,444
1265,'2017-05-23,2017,05,23,18,213
1266,'2017-05-23,2017,05,23,19,26
1267,'2017-05-23,2017,05,23,20,161
1268,'2017-05-23,2017,05,23,21,393
1269,'2017-05-23,2017,05,23,22,579
1270,'2017-05-23,2017,05,23,23,258
1271,'2017-05-24,2017,05,24,00,146
1272,'2017-05-24,2017,05,24,01,164
1273,'2017-05-24,2017,05,24,02,118
1274,'2017-05-24,2017,05,24,03,100
1275,'2017-05-24,2017,05,24,04,54
1276,'2017-05-24,2017,05,24,05,109
1277,'2017-05-24,2017,05,24,06,243
1278,'2017-05-24,2017,05,24,07,693
1279,'2017-05-24,2017,05,24,08,1259
1280,'2017-05-24,2017,05,24,09,620
1281,'2017-05-24,2017,05,24,10,402
